prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
Are there any elemnts in chr22:36487190-36507221?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,22,36487190,36507221,,https://igscreen.wenglab.org/region/chr22:36487190-36507221/browser
Are there any elemnts in chr1:248636356-248645278?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,248636356,248645278,,https://igscreen.wenglab.org/region/chr1:248636356-248645278/browser
Are there any elemnts in chr11:76657524-76670747?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,76657524,76670747,,https://igscreen.wenglab.org/region/chr11:76657524-76670747/browser
Are there any elemnts in chr15:73925989-73952137?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,15,73925989,73952137,,https://igscreen.wenglab.org/region/chr15:73925989-73952137/browser
Are there any elemnts in chr10:102869470-102901899?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,10,102869470,102901899,,https://igscreen.wenglab.org/region/chr10:102869470-102901899/browser
Are there any elemnts in chr9:4679559-4708399?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,9,4679559,4708399,,https://igscreen.wenglab.org/region/chr9:4679559-4708399/browser
Are there any elemnts in chr18:9885766-9889275?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,18,9885766,9889275,,https://igscreen.wenglab.org/region/chr18:9885766-9889275/browser
Are there any elemnts in chr11:102520508-102530750?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,102520508,102530750,,https://igscreen.wenglab.org/region/chr11:102520508-102530750/browser
Are there any elemnts in chr6:5085341-5089487?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,6,5085341,5089487,,https://igscreen.wenglab.org/region/chr6:5085341-5089487/browser
Are there any elemnts in chr12:107774704-107776644?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,12,107774704,107776644,,https://igscreen.wenglab.org/region/chr12:107774704-107776644/browser
Are there any elemnts in chr19:56202273-56209461?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,56202273,56209461,,https://igscreen.wenglab.org/region/chr19:56202273-56209461/browser
Are there any elemnts in chr18:2847006-2916003?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,18,2847006,2916003,,https://igscreen.wenglab.org/region/chr18:2847006-2916003/browser
Are there any elemnts in chr19:57454790-57457140?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,57454790,57457140,,https://igscreen.wenglab.org/region/chr19:57454790-57457140/browser
Are there any elemnts in chr6:37212180-37258155?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,6,37212180,37258155,,https://igscreen.wenglab.org/region/chr6:37212180-37258155/browser
Are there any elemnts in chr1:204154819-204190324?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,204154819,204190324,,https://igscreen.wenglab.org/region/chr1:204154819-204190324/browser
Are there any elemnts in chr11:66682496-66744670?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,66682496,66744670,,https://igscreen.wenglab.org/region/chr11:66682496-66744670/browser
Are there any elemnts in chr17:50184101-50201632?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,50184101,50201632,,https://igscreen.wenglab.org/region/chr17:50184101-50201632/browser
Are there any elemnts in chr13:35473419-35478764?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,13,35473419,35478764,,https://igscreen.wenglab.org/region/chr13:35473419-35478764/browser
Are there any elemnts in chr19:57630395-57644041?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,57630395,57644041,,https://igscreen.wenglab.org/region/chr19:57630395-57644041/browser
Are there any elemnts in chr11:13388008-13463297?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,13388008,13463297,,https://igscreen.wenglab.org/region/chr11:13388008-13463297/browser
Are there any elemnts in chr11:62832321-62832841?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,62832321,62832841,,https://igscreen.wenglab.org/region/chr11:62832321-62832841/browser
Are there any elemnts in chr11:118334537-118342705?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,118334537,118342705,,https://igscreen.wenglab.org/region/chr11:118334537-118342705/browser
Are there any elemnts in chr2:113005459-113008044?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,2,113005459,113008044,,https://igscreen.wenglab.org/region/chr2:113005459-113008044/browser
Are there any elemnts in chr13:112485011-112588205?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,13,112485011,112588205,,https://igscreen.wenglab.org/region/chr13:112485011-112588205/browser
Are there any elemnts in chr22:38056311-38075701?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,22,38056311,38075701,,https://igscreen.wenglab.org/region/chr22:38056311-38075701/browser
Are there any elemnts in chr4:147732063-148072776?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,147732063,148072776,,https://igscreen.wenglab.org/region/chr4:147732063-148072776/browser
Are there any elemnts in chr6:26025802-26027283?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,6,26025802,26027283,,https://igscreen.wenglab.org/region/chr6:26025802-26027283/browser
Are there any elemnts in chr1:43145153-43156396?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,43145153,43156396,,https://igscreen.wenglab.org/region/chr1:43145153-43156396/browser
Are there any elemnts in chrX:42777366-42778163?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,X,42777366,42778163,,https://igscreen.wenglab.org/region/chrX:42777366-42778163/browser
Are there any elemnts in chr2:152717647-152762396?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,2,152717647,152762396,,https://igscreen.wenglab.org/region/chr2:152717647-152762396/browser
Are there any elemnts in chr5:151020591-151028988?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,5,151020591,151028988,,https://igscreen.wenglab.org/region/chr5:151020591-151028988/browser
Are there any elemnts in chr5:33986165-34008104?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,5,33986165,34008104,,https://igscreen.wenglab.org/region/chr5:33986165-34008104/browser
Are there any elemnts in chr2:113705011-113756693?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,2,113705011,113756693,,https://igscreen.wenglab.org/region/chr2:113705011-113756693/browser
Are there any elemnts in chr1:160876540-160885180?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,160876540,160885180,,https://igscreen.wenglab.org/region/chr1:160876540-160885180/browser
Are there any elemnts in chr7:159028175-159144867?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,7,159028175,159144867,,https://igscreen.wenglab.org/region/chr7:159028175-159144867/browser
Are there any elemnts in chr1:231241207-231277973?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,231241207,231277973,,https://igscreen.wenglab.org/region/chr1:231241207-231277973/browser
Are there any elemnts in chr19:12525720-12580975?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,12525720,12580975,,https://igscreen.wenglab.org/region/chr19:12525720-12580975/browser
Are there any elemnts in chr21:46161148-46184476?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,21,46161148,46184476,,https://igscreen.wenglab.org/region/chr21:46161148-46184476/browser
Are there any elemnts in chr19:17267418-17282966?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,17267418,17282966,,https://igscreen.wenglab.org/region/chr19:17267418-17282966/browser
Are there any elemnts in chr11:17734774-17856804?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,17734774,17856804,,https://igscreen.wenglab.org/region/chr11:17734774-17856804/browser
Are there any elemnts in chr4:46993723-47426447?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,46993723,47426447,,https://igscreen.wenglab.org/region/chr4:46993723-47426447/browser
Are there any elemnts in chr4:70688532-70690551?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,70688532,70690551,,https://igscreen.wenglab.org/region/chr4:70688532-70690551/browser
Are there any elemnts in chr10:112283400-112305038?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,10,112283400,112305038,,https://igscreen.wenglab.org/region/chr10:112283400-112305038/browser
Are there any elemnts in chr17:3197519-3198448?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,3197519,3198448,,https://igscreen.wenglab.org/region/chr17:3197519-3198448/browser
Tell me if chr19:12737139-12748323 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,19,12737139,12748323,,https://igscreen.wenglab.org/region/chr19:12737139-12748323/browser
Tell me if chr12:53307456-53324864 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,12,53307456,53324864,,https://igscreen.wenglab.org/region/chr12:53307456-53324864/browser
Tell me if chr17:80101533-80119881 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,17,80101533,80119881,,https://igscreen.wenglab.org/region/chr17:80101533-80119881/browser
Tell me if chr6:33410399-33416453 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,6,33410399,33416453,,https://igscreen.wenglab.org/region/chr6:33410399-33416453/browser
Tell me if chr1:21812265-21825225 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,1,21812265,21825225,,https://igscreen.wenglab.org/region/chr1:21812265-21825225/browser
Tell me if chr1:153457744-153460651 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,1,153457744,153460651,,https://igscreen.wenglab.org/region/chr1:153457744-153460651/browser
Tell me if chr5:38937920-39074402 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,5,38937920,39074402,,https://igscreen.wenglab.org/region/chr5:38937920-39074402/browser
Tell me if chr4:154563011-154572807 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,4,154563011,154572807,,https://igscreen.wenglab.org/region/chr4:154563011-154572807/browser
Tell me if chr19:18588685-18592337 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,19,18588685,18592337,,https://igscreen.wenglab.org/region/chr19:18588685-18592337/browser
Tell me if chr11:747415-765012 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,11,747415,765012,,https://igscreen.wenglab.org/region/chr11:747415-765012/browser
Tell me if chr14:95181940-95319908 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,14,95181940,95319908,,https://igscreen.wenglab.org/region/chr14:95181940-95319908/browser
Tell me if chr10:94402541-94536332 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,10,94402541,94536332,,https://igscreen.wenglab.org/region/chr10:94402541-94536332/browser
Tell me if chr15:34084017-34101862 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,15,34084017,34101862,,https://igscreen.wenglab.org/region/chr15:34084017-34101862/browser
Tell me if chr12:85800703-85836409 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,12,85800703,85836409,,https://igscreen.wenglab.org/region/chr12:85800703-85836409/browser
Tell me if chr9:87497228-87708634 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,9,87497228,87708634,,https://igscreen.wenglab.org/region/chr9:87497228-87708634/browser
Tell me if chr8:143603210-143609773 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,8,143603210,143609773,,https://igscreen.wenglab.org/region/chr8:143603210-143609773/browser
Tell me if chr11:65892049-65900573 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,11,65892049,65900573,,https://igscreen.wenglab.org/region/chr11:65892049-65900573/browser
Tell me if chr17:36323884-36334759 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,17,36323884,36334759,,https://igscreen.wenglab.org/region/chr17:36323884-36334759/browser
Tell me if chr1:150218417-150236156 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,1,150218417,150236156,,https://igscreen.wenglab.org/region/chr1:150218417-150236156/browser
Tell me if chr1:41015589-41023237 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,1,41015589,41023237,,https://igscreen.wenglab.org/region/chr1:41015589-41023237/browser
Tell me if chr6:163414000-163578592 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,6,163414000,163578592,,https://igscreen.wenglab.org/region/chr6:163414000-163578592/browser
Tell me if chr10:121957091-121975217 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,10,121957091,121975217,,https://igscreen.wenglab.org/region/chr10:121957091-121975217/browser
Tell me if chr8:134477788-134713049 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,8,134477788,134713049,,https://igscreen.wenglab.org/region/chr8:134477788-134713049/browser
Tell me if chr7:130293134-130324180 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,7,130293134,130324180,,https://igscreen.wenglab.org/region/chr7:130293134-130324180/browser
Tell me if chr1:110519837-110631474 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,1,110519837,110631474,,https://igscreen.wenglab.org/region/chr1:110519837-110631474/browser
Tell me if chr10:52314281-52318042 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,10,52314281,52318042,,https://igscreen.wenglab.org/region/chr10:52314281-52318042/browser
Tell me if chr13:51335773-51364735 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,13,51335773,51364735,,https://igscreen.wenglab.org/region/chr13:51335773-51364735/browser
Tell me if chr10:132397168-132417859 includes any elment annotations.,Tell me if chr{chr}:{start}-{end} includes any elment annotations.,False,,10,132397168,132417859,,https://igscreen.wenglab.org/region/chr10:132397168-132417859/browser
